id,Actual Count,Result at conf = 0.0275,Difference,Percentage Error,,Result at conf = 0.1,Difference,Percentage Error,,Result at conf = 0.025,Difference,Percentage Error,,Result at conf = 0.0225,Difference,Percentage Error,
926,40,37,3,0.0750,,26,14,0.3500,,37,3,0.0750,,39,1,0.0250,
927,43,36,7,0.1628,,25,18,0.4186,,37,6,0.1395,,42,1,0.0233,
928,38,35,3,0.0789,,28,10,0.2632,,36,2,0.0526,,39,-1,0.0263,
929,42,38,4,0.0952,,18,24,0.5714,,39,3,0.0714,,39,3,0.0714,
930,42,39,3,0.0714,,25,17,0.4048,,40,2,0.0476,,43,-1,0.0238,
931,36,37,-1,0.0278,,24,12,0.3333,,39,-3,0.0833,,41,-5,0.1389,
932,33,35,-2,0.0606,,24,9,0.2727,,35,-2,0.0606,,37,-4,0.1212,
933,32,30,2,0.0625,,23,9,0.2813,,30,2,0.0625,,31,1,0.0313,
934,35,31,4,0.1143,,22,13,0.3714,,31,4,0.1143,,35,0,0.0000,
935,36,39,-3,0.0833,,25,11,0.3056,,40,-4,0.1111,,40,-4,0.1111,
936,34,30,4,0.1176,,23,11,0.3235,,30,4,0.1176,,32,2,0.0588,
937,29,31,-2,0.0690,,22,7,0.2414,,31,-2,0.0690,,33,-4,0.1379,
938,31,31,0,0.0000,,23,8,0.2581,,32,-1,0.0323,,35,-4,0.1290,
939,31,31,0,0.0000,,22,9,0.2903,,31,0,0.0000,,35,-4,0.1290,
940,28,26,2,0.0714,,23,5,0.1786,,28,0,0.0000,,31,-3,0.1071,
941,26,27,-1,0.0385,,22,4,0.1538,,29,-3,0.1154,,33,-7,0.2692,
942,25,26,-1,0.0400,,21,4,0.1600,,27,-2,0.0800,,29,-4,0.1600,
943,25,27,-2,0.0800,,20,5,0.2000,,28,-3,0.1200,,28,-3,0.1200,
944,26,27,-1,0.0385,,21,5,0.1923,,28,-2,0.0769,,28,-2,0.0769,
945,31,36,-5,0.1613,,23,8,0.2581,,36,-5,0.1613,,38,-7,0.2258,
946,26,27,-1,0.0385,,23,3,0.1154,,28,-2,0.0769,,28,-2,0.0769,
947,30,30,0,0.0000,,21,9,0.3000,,30,0,0.0000,,35,-5,0.1667,
948,30,29,1,0.0333,,23,7,0.2333,,29,1,0.0333,,29,1,0.0333,
949,32,33,-1,0.0313,,24,8,0.2500,,33,-1,0.0313,,35,-3,0.0938,
950,33,32,1,0.0303,,23,10,0.3030,,32,1,0.0303,,35,-2,0.0606,
951,32,31,1,0.0313,,23,9,0.2813,,31,1,0.0313,,33,-1,0.0313,
952,34,32,2,0.0588,,25,9,0.2647,,33,1,0.0294,,35,-1,0.0294,
953,37,33,4,0.1081,,19,18,0.4865,,33,4,0.1081,,34,3,0.0811,
954,34,35,-1,0.0294,,26,8,0.2353,,36,-2,0.0588,,36,-2,0.0588,
955,33,29,4,0.1212,,24,9,0.2727,,29,4,0.1212,,30,3,0.0909,
956,32,32,0,0.0000,,23,9,0.2813,,32,0,0.0000,,33,-1,0.0313,
957,32,32,0,0.0000,,20,12,0.3750,,34,-2,0.0625,,39,-7,0.2188,
958,33,32,1,0.0303,,21,12,0.3636,,32,1,0.0303,,34,-1,0.0303,
959,31,28,3,0.0968,,21,10,0.3226,,28,3,0.0968,,32,-1,0.0323,
960,30,29,1,0.0333,,22,8,0.2667,,29,1,0.0333,,32,-2,0.0667,
961,34,28,6,0.1765,,20,14,0.4118,,30,4,0.1176,,32,2,0.0588,
962,31,25,6,0.1935,,21,10,0.3226,,25,6,0.1935,,26,5,0.1613,
963,31,29,2,0.0645,,22,9,0.2903,,29,2,0.0645,,31,0,0.0000,
964,30,27,3,0.1000,,23,7,0.2333,,28,2,0.0667,,28,2,0.0667,
965,29,26,3,0.1034,,20,9,0.3103,,27,2,0.0690,,29,0,0.0000,
966,28,27,1,0.0357,,21,7,0.2500,,27,1,0.0357,,28,0,0.0000,
967,32,28,4,0.1250,,20,12,0.3750,,28,4,0.1250,,30,2,0.0625,
968,30,25,5,0.1667,,20,10,0.3333,,25,5,0.1667,,26,4,0.1333,
969,32,26,6,0.1875,,20,12,0.3750,,27,5,0.1563,,30,2,0.0625,
970,31,25,6,0.1935,,22,9,0.2903,,26,5,0.1613,,27,4,0.1290,
971,32,29,3,0.0938,,22,10,0.3125,,29,3,0.0938,,31,1,0.0313,
972,32,32,0,0.0000,,24,8,0.2500,,32,0,0.0000,,34,-2,0.0625,
973,34,30,4,0.1176,,24,10,0.2941,,31,3,0.0882,,33,1,0.0294,
974,35,28,7,0.2000,,23,12,0.3429,,28,7,0.2000,,29,6,0.1714,
975,35,30,5,0.1429,,23,12,0.3429,,32,3,0.0857,,33,2,0.0571,
976,32,32,0,0.0000,,23,9,0.2813,,33,-1,0.0313,,36,-4,0.1250,
977,35,30,5,0.1429,,24,11,0.3143,,31,4,0.1143,,34,1,0.0286,
978,37,33,4,0.1081,,27,10,0.2703,,33,4,0.1081,,35,2,0.0541,
979,37,33,4,0.1081,,24,13,0.3514,,34,3,0.0811,,35,2,0.0541,
980,41,27,14,0.3415,,21,20,0.4878,,27,14,0.3415,,30,11,0.2683,
981,39,29,10,0.2564,,21,18,0.4615,,30,9,0.2308,,33,6,0.1538,
982,38,33,5,0.1316,,23,15,0.3947,,34,4,0.1053,,37,1,0.0263,
983,39,32,7,0.1795,,19,20,0.5128,,35,4,0.1026,,38,1,0.0256,
984,38,32,6,0.1579,,22,16,0.4211,,33,5,0.1316,,34,4,0.1053,
985,43,37,6,0.1395,,25,18,0.4186,,37,6,0.1395,,37,6,0.1395,
986,40,35,5,0.1250,,27,13,0.3250,,35,5,0.1250,,38,2,0.0500,
987,45,38,7,0.1556,,24,21,0.4667,,38,7,0.1556,,40,5,0.1111,
988,42,38,4,0.0952,,25,17,0.4048,,38,4,0.0952,,38,4,0.0952,
989,48,36,12,0.2500,,27,21,0.4375,,36,12,0.2500,,39,9,0.1875,
990,46,36,10,0.2174,,25,21,0.4565,,36,10,0.2174,,37,9,0.1957,
991,46,39,7,0.1522,,28,18,0.3913,,42,4,0.0870,,44,2,0.0435,
992,43,40,3,0.0698,,26,17,0.3953,,40,3,0.0698,,42,1,0.0233,
993,42,41,1,0.0238,,26,16,0.3810,,42,0,0.0000,,47,-5,0.1190,
994,42,39,3,0.0714,,24,18,0.4286,,39,3,0.0714,,42,0,0.0000,
995,44,34,10,0.2273,,27,17,0.3864,,34,10,0.2273,,37,7,0.1591,
996,45,35,10,0.2222,,26,19,0.4222,,36,9,0.2000,,39,6,0.1333,
997,43,38,5,0.1163,,25,18,0.4186,,40,3,0.0698,,40,3,0.0698,
998,41,33,8,0.1951,,21,20,0.4878,,34,7,0.1707,,34,7,0.1707,
999,42,36,6,0.1429,,23,19,0.4524,,37,5,0.1190,,38,4,0.0952,
1000,41,33,8,0.1951,,23,18,0.4390,,34,7,0.1707,,35,6,0.1463,
1001,39,30,9,0.2308,,26,13,0.3333,,32,7,0.1795,,34,5,0.1282,
1002,39,36,3,0.0769,,21,18,0.4615,,36,3,0.0769,,40,-1,0.0256,
1003,40,28,12,0.3000,,21,19,0.4750,,28,12,0.3000,,33,7,0.1750,
1004,36,34,2,0.0556,,21,15,0.4167,,34,2,0.0556,,37,-1,0.0278,
1005,37,36,1,0.0270,,25,12,0.3243,,37,0,0.0000,,38,-1,0.0270,
1006,38,35,3,0.0789,,23,15,0.3947,,35,3,0.0789,,39,-1,0.0263,
1007,35,34,1,0.0286,,22,13,0.3714,,34,1,0.0286,,38,-3,0.0857,
1008,36,42,-6,0.1667,,24,12,0.3333,,43,-7,0.1944,,43,-7,0.1944,
1009,38,35,3,0.0789,,25,13,0.3421,,36,2,0.0526,,37,1,0.0263,
1010,38,35,3,0.0789,,24,14,0.3684,,35,3,0.0789,,35,3,0.0789,
1011,40,34,6,0.1500,,23,17,0.4250,,36,4,0.1000,,41,-1,0.0250,
1012,42,39,3,0.0714,,30,12,0.2857,,39,3,0.0714,,41,1,0.0238,
1013,42,37,5,0.1190,,19,23,0.5476,,38,4,0.0952,,40,2,0.0476,
1014,43,36,7,0.1628,,22,21,0.4884,,37,6,0.1395,,39,4,0.0930,
1015,42,35,7,0.1667,,23,19,0.4524,,38,4,0.0952,,40,2,0.0476,
1016,41,38,3,0.0732,,23,18,0.4390,,38,3,0.0732,,42,-1,0.0244,
1017,44,40,4,0.0909,,23,21,0.4773,,40,4,0.0909,,40,4,0.0909,
1018,41,34,7,0.1707,,23,18,0.4390,,36,5,0.1220,,40,1,0.0244,
1019,38,36,2,0.0526,,21,17,0.4474,,36,2,0.0526,,37,1,0.0263,
1020,41,36,5,0.1220,,27,14,0.3415,,36,5,0.1220,,38,3,0.0732,
1021,38,35,3,0.0789,,24,14,0.3684,,38,0,0.0000,,39,-1,0.0263,
1022,34,32,2,0.0588,,24,10,0.2941,,33,1,0.0294,,37,-3,0.0882,
1023,32,33,-1,0.0313,,26,6,0.1875,,34,-2,0.0625,,37,-5,0.1563,
1024,30,37,-7,0.2333,,26,4,0.1333,,38,-8,0.2667,,39,-9,0.3000,
1025,30,37,-7,0.2333,,21,9,0.3000,,38,-8,0.2667,,39,-9,0.3000,
1026,29,31,-2,0.0690,,22,7,0.2414,,32,-3,0.1034,,34,-5,0.1724,
1027,26,30,-4,0.1538,,21,5,0.1923,,30,-4,0.1538,,32,-6,0.2308,
1028,32,39,-7,0.2188,,23,9,0.2813,,39,-7,0.2188,,44,-12,0.3750,
1029,33,33,0,0.0000,,23,10,0.3030,,34,-1,0.0303,,37,-4,0.1212,
1030,34,35,-1,0.0294,,23,11,0.3235,,37,-3,0.0882,,39,-5,0.1471,
1031,36,29,7,0.1944,,24,12,0.3333,,30,6,0.1667,,30,6,0.1667,
1032,36,32,4,0.1111,,24,12,0.3333,,32,4,0.1111,,33,3,0.0833,
1033,35,36,-1,0.0286,,20,15,0.4286,,37,-2,0.0571,,38,-3,0.0857,
1034,34,29,5,0.1471,,24,10,0.2941,,30,4,0.1176,,33,1,0.0294,
1035,33,33,0,0.0000,,24,9,0.2727,,34,-1,0.0303,,35,-2,0.0606,
1036,36,36,0,0.0000,,27,9,0.2500,,36,0,0.0000,,37,-1,0.0278,
1037,36,34,2,0.0556,,22,14,0.3889,,37,-1,0.0278,,38,-2,0.0556,
1038,33,28,5,0.1515,,23,10,0.3030,,28,5,0.1515,,35,-2,0.0606,
1039,27,33,-6,0.2222,,24,3,0.1111,,33,-6,0.2222,,37,-10,0.3704,
1040,26,32,-6,0.2308,,19,7,0.2692,,32,-6,0.2308,,32,-6,0.2308,
1041,27,30,-3,0.1111,,17,10,0.3704,,31,-4,0.1481,,34,-7,0.2593,
1042,25,25,0,0.0000,,19,6,0.2400,,25,0,0.0000,,26,-1,0.0400,
1043,23,23,0,0.0000,,16,7,0.3043,,24,-1,0.0435,,24,-1,0.0435,
1044,22,28,-6,0.2727,,14,8,0.3636,,29,-7,0.3182,,30,-8,0.3636,
1045,22,27,-5,0.2273,,16,6,0.2727,,27,-5,0.2273,,31,-9,0.4091,
1046,22,31,-9,0.4091,,17,5,0.2273,,32,-10,0.4545,,35,-13,0.5909,
1047,22,28,-6,0.2727,,19,3,0.1364,,29,-7,0.3182,,33,-11,0.5000,
1048,24,27,-3,0.1250,,22,2,0.0833,,28,-4,0.1667,,33,-9,0.3750,
1049,24,31,-7,0.2917,,21,3,0.1250,,31,-7,0.2917,,32,-8,0.3333,
1050,26,34,-8,0.3077,,24,2,0.0769,,34,-8,0.3077,,35,-9,0.3462,
1051,26,29,-3,0.1154,,23,3,0.1154,,30,-4,0.1538,,31,-5,0.1923,
1052,30,32,-2,0.0667,,21,9,0.3000,,33,-3,0.1000,,35,-5,0.1667,
1053,29,35,-6,0.2069,,19,10,0.3448,,35,-6,0.2069,,38,-9,0.3103,
1054,31,39,-8,0.2581,,20,11,0.3548,,40,-9,0.2903,,43,-12,0.3871,
1055,36,31,5,0.1389,,18,18,0.5000,,32,4,0.1111,,34,2,0.0556,
1056,36,35,1,0.0278,,21,15,0.4167,,39,-3,0.0833,,42,-6,0.1667,
1057,38,31,7,0.1842,,25,13,0.3421,,31,7,0.1842,,34,4,0.1053,
1058,38,37,1,0.0263,,24,14,0.3684,,38,0,0.0000,,38,0,0.0000,
1059,38,42,-4,0.1053,,27,11,0.2895,,44,-6,0.1579,,46,-8,0.2105,
1060,37,38,-1,0.0270,,27,10,0.2703,,39,-2,0.0541,,41,-4,0.1081,
1061,37,42,-5,0.1351,,24,13,0.3514,,43,-6,0.1622,,45,-8,0.2162,
1062,38,40,-2,0.0526,,22,16,0.4211,,41,-3,0.0789,,41,-3,0.0789,
1063,36,37,-1,0.0278,,21,15,0.4167,,38,-2,0.0556,,38,-2,0.0556,
1064,37,32,5,0.1351,,23,14,0.3784,,33,4,0.1081,,35,2,0.0541,
1065,41,42,-1,0.0244,,25,16,0.3902,,43,-2,0.0488,,44,-3,0.0732,
1066,39,35,4,0.1026,,24,15,0.3846,,35,4,0.1026,,38,1,0.0256,
1067,36,34,2,0.0556,,25,11,0.3056,,34,2,0.0556,,36,0,0.0000,
1068,33,32,1,0.0303,,20,13,0.3939,,33,0,0.0000,,34,-1,0.0303,
1069,31,27,4,0.1290,,22,9,0.2903,,29,2,0.0645,,31,0,0.0000,
1070,33,32,1,0.0303,,26,7,0.2121,,32,1,0.0303,,36,-3,0.0909,
1071,36,34,2,0.0556,,24,12,0.3333,,34,2,0.0556,,35,1,0.0278,
1072,32,35,-3,0.0938,,23,9,0.2813,,35,-3,0.0938,,36,-4,0.1250,
1073,30,28,2,0.0667,,22,8,0.2667,,29,1,0.0333,,30,0,0.0000,
1074,31,31,0,0.0000,,23,8,0.2581,,31,0,0.0000,,33,-2,0.0645,
1075,30,26,4,0.1333,,20,10,0.3333,,26,4,0.1333,,29,1,0.0333,
1076,29,25,4,0.1379,,16,13,0.4483,,25,4,0.1379,,28,1,0.0345,
1077,29,26,3,0.1034,,18,11,0.3793,,26,3,0.1034,,29,0,0.0000,
1078,30,33,-3,0.1000,,20,10,0.3333,,35,-5,0.1667,,39,-9,0.3000,
1079,31,31,0,0.0000,,20,11,0.3548,,33,-2,0.0645,,34,-3,0.0968,
1080,28,29,-1,0.0357,,20,8,0.2857,,29,-1,0.0357,,29,-1,0.0357,
1081,26,33,-7,0.2692,,22,4,0.1538,,34,-8,0.3077,,37,-11,0.4231,
1082,27,25,2,0.0741,,17,10,0.3704,,27,0,0.0000,,29,-2,0.0741,
1083,31,36,-5,0.1613,,21,10,0.3226,,36,-5,0.1613,,39,-8,0.2581,
1084,30,26,4,0.1333,,22,8,0.2667,,27,3,0.1000,,30,0,0.0000,
1085,32,35,-3,0.0938,,20,12,0.3750,,37,-5,0.1563,,39,-7,0.2188,
1086,32,32,0,0.0000,,22,10,0.3125,,32,0,0.0000,,34,-2,0.0625,
1087,33,31,2,0.0606,,22,11,0.3333,,31,2,0.0606,,31,2,0.0606,
1088,30,32,-2,0.0667,,23,7,0.2333,,34,-4,0.1333,,35,-5,0.1667,
1089,28,28,0,0.0000,,20,8,0.2857,,28,0,0.0000,,32,-4,0.1429,
1090,29,29,0,0.0000,,20,9,0.3103,,32,-3,0.1034,,34,-5,0.1724,
1091,31,30,1,0.0323,,21,10,0.3226,,30,1,0.0323,,37,-6,0.1935,
1092,29,29,0,0.0000,,22,7,0.2414,,31,-2,0.0690,,33,-4,0.1379,
1093,30,30,0,0.0000,,22,8,0.2667,,30,0,0.0000,,31,-1,0.0333,
1094,32,28,4,0.1250,,23,9,0.2813,,30,2,0.0625,,30,2,0.0625,
1095,30,33,-3,0.1000,,21,9,0.3000,,33,-3,0.1000,,35,-5,0.1667,
1096,29,26,3,0.1034,,21,8,0.2759,,26,3,0.1034,,27,2,0.0690,
1097,32,31,1,0.0313,,21,11,0.3438,,33,-1,0.0313,,36,-4,0.1250,
1098,33,32,1,0.0303,,22,11,0.3333,,32,1,0.0303,,32,1,0.0303,
1099,31,29,2,0.0645,,21,10,0.3226,,31,0,0.0000,,33,-2,0.0645,
1100,32,26,6,0.1875,,20,12,0.3750,,27,5,0.1563,,28,4,0.1250,
1101,32,30,2,0.0625,,22,10,0.3125,,31,1,0.0313,,32,0,0.0000,
1102,34,36,-2,0.0588,,25,9,0.2647,,37,-3,0.0882,,42,-8,0.2353,
1103,34,33,1,0.0294,,23,11,0.3235,,34,0,0.0000,,39,-5,0.1471,
1104,36,30,6,0.1667,,24,12,0.3333,,30,6,0.1667,,30,6,0.1667,
1105,36,32,4,0.1111,,24,12,0.3333,,33,3,0.0833,,38,-2,0.0556,
1106,34,29,5,0.1471,,20,14,0.4118,,31,3,0.0882,,31,3,0.0882,
1107,33,32,1,0.0303,,22,11,0.3333,,32,1,0.0303,,35,-2,0.0606,
1108,30,32,-2,0.0667,,22,8,0.2667,,32,-2,0.0667,,34,-4,0.1333,
1109,32,30,2,0.0625,,23,9,0.2813,,30,2,0.0625,,32,0,0.0000,
1110,36,34,2,0.0556,,20,16,0.4444,,34,2,0.0556,,35,1,0.0278,
1111,37,35,2,0.0541,,22,15,0.4054,,35,2,0.0541,,36,1,0.0270,
1112,35,36,-1,0.0286,,22,13,0.3714,,38,-3,0.0857,,38,-3,0.0857,
1113,36,35,1,0.0278,,26,10,0.2778,,36,0,0.0000,,37,-1,0.0278,
1114,31,34,-3,0.0968,,21,10,0.3226,,35,-4,0.1290,,41,-10,0.3226,
1115,30,28,2,0.0667,,21,9,0.3000,,28,2,0.0667,,30,0,0.0000,
1116,28,30,-2,0.0714,,25,3,0.1071,,30,-2,0.0714,,33,-5,0.1786,
1117,27,28,-1,0.0370,,23,4,0.1481,,28,-1,0.0370,,30,-3,0.1111,
1118,26,30,-4,0.1538,,22,4,0.1538,,31,-5,0.1923,,33,-7,0.2692,
1119,28,37,-9,0.3214,,23,5,0.1786,,39,-11,0.3929,,43,-15,0.5357,
1120,30,31,-1,0.0333,,23,7,0.2333,,32,-2,0.0667,,32,-2,0.0667,
1121,32,32,0,0.0000,,24,8,0.2500,,32,0,0.0000,,34,-2,0.0625,
1122,31,28,3,0.0968,,23,8,0.2581,,32,-1,0.0323,,34,-3,0.0968,
1123,30,30,0,0.0000,,20,10,0.3333,,30,0,0.0000,,33,-3,0.1000,
1124,30,28,2,0.0667,,23,7,0.2333,,28,2,0.0667,,30,0,0.0000,
1125,31,32,-1,0.0323,,20,11,0.3548,,32,-1,0.0323,,35,-4,0.1290,
1126,31,27,4,0.1290,,24,7,0.2258,,28,3,0.0968,,28,3,0.0968,
1127,32,27,5,0.1563,,22,10,0.3125,,28,4,0.1250,,29,3,0.0938,
1128,32,27,5,0.1563,,21,11,0.3438,,29,3,0.0938,,31,1,0.0313,
1129,35,34,1,0.0286,,23,12,0.3429,,34,1,0.0286,,34,1,0.0286,
1130,29,28,1,0.0345,,22,7,0.2414,,28,1,0.0345,,31,-2,0.0690,
1131,30,29,1,0.0333,,19,11,0.3667,,30,0,0.0000,,32,-2,0.0667,
1132,33,33,0,0.0000,,22,11,0.3333,,34,-1,0.0303,,37,-4,0.1212,
1133,38,37,1,0.0263,,22,16,0.4211,,37,1,0.0263,,39,-1,0.0263,
1134,36,32,4,0.1111,,26,10,0.2778,,32,4,0.1111,,34,2,0.0556,
1135,33,32,1,0.0303,,25,8,0.2424,,34,-1,0.0303,,34,-1,0.0303,
1136,34,34,0,0.0000,,21,13,0.3824,,34,0,0.0000,,36,-2,0.0588,
1137,36,37,-1,0.0278,,23,13,0.3611,,37,-1,0.0278,,39,-3,0.0833,
1138,39,30,9,0.2308,,20,19,0.4872,,30,9,0.2308,,33,6,0.1538,
1139,35,30,5,0.1429,,20,15,0.4286,,30,5,0.1429,,30,5,0.1429,
1140,37,33,4,0.1081,,22,15,0.4054,,34,3,0.0811,,35,2,0.0541,
1141,44,31,13,0.2955,,24,20,0.4545,,31,13,0.2955,,33,11,0.2500,
1142,41,37,4,0.0976,,24,17,0.4146,,39,2,0.0488,,41,0,0.0000,
1143,42,33,9,0.2143,,22,20,0.4762,,35,7,0.1667,,37,5,0.1190,
1144,40,35,5,0.1250,,22,18,0.4500,,35,5,0.1250,,36,4,0.1000,
1145,37,33,4,0.1081,,22,15,0.4054,,34,3,0.0811,,39,-2,0.0541,
1146,40,35,5,0.1250,,21,19,0.4750,,36,4,0.1000,,38,2,0.0500,
1147,40,34,6,0.1500,,22,18,0.4500,,34,6,0.1500,,35,5,0.1250,
1148,37,35,2,0.0541,,20,17,0.4595,,36,1,0.0270,,38,-1,0.0270,
1149,31,31,0,0.0000,,21,10,0.3226,,32,-1,0.0323,,33,-2,0.0645,
1150,33,33,0,0.0000,,24,9,0.2727,,34,-1,0.0303,,36,-3,0.0909,
1151,34,32,2,0.0588,,23,11,0.3235,,35,-1,0.0294,,35,-1,0.0294,
1152,33,27,6,0.1818,,20,13,0.3939,,27,6,0.1818,,30,3,0.0909,
1153,32,34,-2,0.0625,,25,7,0.2188,,35,-3,0.0938,,37,-5,0.1563,
1154,32,27,5,0.1563,,18,14,0.4375,,28,4,0.1250,,32,0,0.0000,
1155,24,32,-8,0.3333,,17,7,0.2917,,34,-10,0.4167,,34,-10,0.4167,
1156,26,28,-2,0.0769,,17,9,0.3462,,29,-3,0.1154,,29,-3,0.1154,
1157,26,26,0,0.0000,,19,7,0.2692,,27,-1,0.0385,,30,-4,0.1538,
1158,26,23,3,0.1154,,18,8,0.3077,,24,2,0.0769,,28,-2,0.0769,
1159,28,27,1,0.0357,,21,7,0.2500,,27,1,0.0357,,28,0,0.0000,
1160,31,26,5,0.1613,,18,13,0.4194,,27,4,0.1290,,31,0,0.0000,
1161,30,30,0,0.0000,,19,11,0.3667,,31,-1,0.0333,,32,-2,0.0667,
1162,33,28,5,0.1515,,19,14,0.4242,,28,5,0.1515,,31,2,0.0606,
1163,34,30,4,0.1176,,20,14,0.4118,,30,4,0.1176,,32,2,0.0588,
1164,34,33,1,0.0294,,21,13,0.3824,,34,0,0.0000,,35,-1,0.0294,
1165,33,34,-1,0.0303,,21,12,0.3636,,35,-2,0.0606,,36,-3,0.0909,
1166,32,29,3,0.0938,,18,14,0.4375,,32,0,0.0000,,37,-5,0.1563,
1167,30,26,4,0.1333,,17,13,0.4333,,28,2,0.0667,,30,0,0.0000,
1168,31,27,4,0.1290,,20,11,0.3548,,28,3,0.0968,,30,1,0.0323,
1169,32,28,4,0.1250,,22,10,0.3125,,30,2,0.0625,,33,-1,0.0313,
1170,31,24,7,0.2258,,22,9,0.2903,,25,6,0.1935,,26,5,0.1613,
1171,33,31,2,0.0606,,23,10,0.3030,,31,2,0.0606,,34,-1,0.0303,
1172,38,36,2,0.0526,,24,14,0.3684,,36,2,0.0526,,37,1,0.0263,
1173,35,36,-1,0.0286,,23,12,0.3429,,37,-2,0.0571,,39,-4,0.1143,
1174,44,39,5,0.1136,,21,23,0.5227,,40,4,0.0909,,40,4,0.0909,
1175,44,35,9,0.2045,,27,17,0.3864,,35,9,0.2045,,36,8,0.1818,
1176,47,38,9,0.1915,,21,26,0.5532,,38,9,0.1915,,43,4,0.0851,
1177,48,37,11,0.2292,,24,24,0.5000,,37,11,0.2292,,40,8,0.1667,
1178,43,34,9,0.2093,,23,20,0.4651,,35,8,0.1860,,38,5,0.1163,
1179,46,40,6,0.1304,,20,26,0.5652,,42,4,0.0870,,43,3,0.0652,
1180,43,35,8,0.1860,,25,18,0.4186,,35,8,0.1860,,36,7,0.1628,
1181,42,34,8,0.1905,,25,17,0.4048,,34,8,0.1905,,38,4,0.0952,
1182,45,34,11,0.2444,,28,17,0.3778,,35,10,0.2222,,40,5,0.1111,
1183,50,38,12,0.2400,,24,26,0.5200,,38,12,0.2400,,42,8,0.1600,
1184,49,37,12,0.2449,,25,24,0.4898,,37,12,0.2449,,39,10,0.2041,
1185,46,37,9,0.1957,,24,22,0.4783,,38,8,0.1739,,41,5,0.1087,
1186,45,31,14,0.3111,,24,21,0.4667,,32,13,0.2889,,34,11,0.2444,
1187,45,36,9,0.2000,,24,21,0.4667,,36,9,0.2000,,37,8,0.1778,
1188,47,37,10,0.2128,,23,24,0.5106,,38,9,0.1915,,40,7,0.1489,
1189,47,38,9,0.1915,,24,23,0.4894,,38,9,0.1915,,43,4,0.0851,
1190,44,35,9,0.2045,,25,19,0.4318,,36,8,0.1818,,38,6,0.1364,
1191,38,29,9,0.2368,,20,18,0.4737,,29,9,0.2368,,30,8,0.2105,
1192,38,28,10,0.2632,,22,16,0.4211,,30,8,0.2105,,32,6,0.1579,
1193,37,31,6,0.1622,,21,16,0.4324,,31,6,0.1622,,34,3,0.0811,
1194,35,33,2,0.0571,,22,13,0.3714,,33,2,0.0571,,34,1,0.0286,
1195,32,30,2,0.0625,,22,10,0.3125,,31,1,0.0313,,32,0,0.0000,
1196,27,24,3,0.1111,,20,7,0.2593,,24,3,0.1111,,29,-2,0.0741,
1197,29,30,-1,0.0345,,19,10,0.3448,,30,-1,0.0345,,31,-2,0.0690,
1198,29,25,4,0.1379,,19,10,0.3448,,25,4,0.1379,,27,2,0.0690,
1199,28,24,4,0.1429,,19,9,0.3214,,24,4,0.1429,,24,4,0.1429,
1200,29,27,2,0.0690,,22,7,0.2414,,28,1,0.0345,,29,0,0.0000,
1201,28,30,-2,0.0714,,21,7,0.2500,,31,-3,0.1071,,35,-7,0.2500,
1202,28,30,-2,0.0714,,23,5,0.1786,,30,-2,0.0714,,34,-6,0.2143,
1203,29,28,1,0.0345,,22,7,0.2414,,28,1,0.0345,,29,0,0.0000,
1204,31,30,1,0.0323,,23,8,0.2581,,31,0,0.0000,,32,-1,0.0323,
1205,34,27,7,0.2059,,22,12,0.3529,,27,7,0.2059,,30,4,0.1176,
1206,35,31,4,0.1143,,23,12,0.3429,,31,4,0.1143,,32,3,0.0857,
1207,35,34,1,0.0286,,22,13,0.3714,,35,0,0.0000,,36,-1,0.0286,
1208,35,37,-2,0.0571,,23,12,0.3429,,38,-3,0.0857,,41,-6,0.1714,
1209,37,30,7,0.1892,,24,13,0.3514,,30,7,0.1892,,32,5,0.1351,
1210,40,38,2,0.0500,,22,18,0.4500,,38,2,0.0500,,38,2,0.0500,
1211,40,33,7,0.1750,,22,18,0.4500,,33,7,0.1750,,37,3,0.0750,
1212,38,31,7,0.1842,,21,17,0.4474,,31,7,0.1842,,34,4,0.1053,
1213,41,33,8,0.1951,,21,20,0.4878,,34,7,0.1707,,35,6,0.1463,
1214,36,30,6,0.1667,,20,16,0.4444,,30,6,0.1667,,31,5,0.1389,
1215,32,31,1,0.0313,,18,14,0.4375,,31,1,0.0313,,33,-1,0.0313,
1216,35,29,6,0.1714,,22,13,0.3714,,30,5,0.1429,,33,2,0.0571,
1217,34,35,-1,0.0294,,20,14,0.4118,,35,-1,0.0294,,37,-3,0.0882,
1218,32,34,-2,0.0625,,23,9,0.2813,,36,-4,0.1250,,36,-4,0.1250,
1219,29,29,0,0.0000,,20,9,0.3103,,30,-1,0.0345,,31,-2,0.0690,
1220,27,27,0,0.0000,,19,8,0.2963,,27,0,0.0000,,28,-1,0.0370,
1221,26,29,-3,0.1154,,17,9,0.3462,,30,-4,0.1538,,35,-9,0.3462,
1222,28,31,-3,0.1071,,19,9,0.3214,,34,-6,0.2143,,39,-11,0.3929,
1223,27,30,-3,0.1111,,17,10,0.3704,,31,-4,0.1481,,35,-8,0.2963,
1224,27,28,-1,0.0370,,15,12,0.4444,,28,-1,0.0370,,32,-5,0.1852,
1225,28,33,-5,0.1786,,19,9,0.3214,,35,-7,0.2500,,40,-12,0.4286,
1226,28,29,-1,0.0357,,19,9,0.3214,,30,-2,0.0714,,32,-4,0.1429,
1227,29,32,-3,0.1034,,19,10,0.3448,,33,-4,0.1379,,35,-6,0.2069,
1228,29,27,2,0.0690,,19,10,0.3448,,27,2,0.0690,,30,-1,0.0345,
